timestamp,bucket,model,tokens_estimate,cost_usd,purpose
2026-04-28T18:00:00Z,dataset_authoring,deepseek/deepseek-chat-v3-0324,12000,0.06,multi-llm synthesis probe expansion seeds (competitor_gap + signal_grounding dimensions)
2026-04-28T19:30:00Z,dataset_authoring,qwen/qwen3-235b-a22b,8500,0.04,bulk judge filter on 93 synthesised probe-expansion tasks
2026-04-28T21:00:00Z,dataset_authoring,deepseek/deepseek-chat-v3-0324,6000,0.03,second synthesis pass — tone_preservation adversarial variants
2026-04-29T10:00:00Z,dataset_authoring,qwen/qwen3-235b-a22b,4000,0.02,dedup pairwise selection across 60 candidate tasks
2026-04-29T13:00:00Z,dataset_authoring,anthropic/claude-sonnet-4-6,3500,0.21,spot-check judge calibration on 50 task sample (eval-tier; cost discipline exception noted)
2026-05-01T19:25:51.425194Z,deepseek/deepseek-chat-v3-0324,TB-TR-032,day4_chosen_generation,3052,146,3198,8772,0.000985
2026-05-01T19:26:01.342170Z,deepseek/deepseek-chat-v3-0324,TB-TR-030,day4_chosen_generation,3053,175,3228,9842,0.001017
2026-05-01T19:26:07.888524Z,deepseek/deepseek-chat-v3-0324,TB-TR-017,day4_chosen_generation,3052,143,3195,6520,0.000981
2026-05-01T19:26:12.928757Z,deepseek/deepseek-chat-v3-0324,TB-TR-027,day4_chosen_generation,3052,171,3223,4652,0.001012
2026-05-01T19:26:21.430846Z,deepseek/deepseek-chat-v3-0324,TB-TR-015,day4_chosen_generation,3052,173,3225,8053,0.001014
2026-05-01T19:26:29.246927Z,deepseek/deepseek-chat-v3-0324,TB-TR-028,day4_chosen_generation,3052,200,3252,7373,0.001044
2026-05-01T19:26:38.286110Z,deepseek/deepseek-chat-v3-0324,TB-TR-020,day4_chosen_generation,3068,159,3227,8675,0.001003
2026-05-01T19:26:48.516114Z,deepseek/deepseek-chat-v3-0324,TB-TR-031,day4_chosen_generation,3052,177,3229,10203,0.001019
2026-05-01T19:26:58.666735Z,deepseek/deepseek-chat-v3-0324,TB-TR-042,day4_chosen_generation,409,136,545,10136,0.00026
2026-05-01T19:27:03.998852Z,deepseek/deepseek-chat-v3-0324,TB-TR-043,day4_chosen_generation,386,115,501,4999,0.000231
2026-05-01T19:27:11.997019Z,deepseek/deepseek-chat-v3-0324,TB-TR-036,day4_chosen_generation,386,127,513,7662,0.000244
2026-05-01T19:27:17.205515Z,deepseek/deepseek-chat-v3-0324,TB-TR-054,day4_chosen_generation,390,111,501,4880,0.000227
2026-05-01T19:27:26.933787Z,deepseek/deepseek-chat-v3-0324,TB-TR-041,day4_chosen_generation,375,116,491,9404,0.000229
2026-05-01T19:27:35.024650Z,deepseek/deepseek-chat-v3-0324,TB-TR-040,day4_chosen_generation,356,123,479,7763,0.000231
2026-05-01T19:27:40.417499Z,deepseek/deepseek-chat-v3-0324,TB-TR-056,day4_chosen_generation,375,130,505,5067,0.000244
2026-05-01T19:27:48.027323Z,deepseek/deepseek-chat-v3-0324,TB-TR-071,day4_chosen_generation,1545,164,1709,7274,0.000598
2026-05-01T19:27:54.896911Z,deepseek/deepseek-chat-v3-0324,TB-TR-078,day4_chosen_generation,1613,170,1783,6856,0.000623
2026-05-01T19:27:59.905714Z,deepseek/deepseek-chat-v3-0324,TB-TR-086,day4_chosen_generation,1354,153,1507,4991,0.000534
2026-05-01T19:28:07.082308Z,deepseek/deepseek-chat-v3-0324,TB-TR-077,day4_chosen_generation,1622,163,1785,7153,0.000617
2026-05-01T19:28:13.409687Z,deepseek/deepseek-chat-v3-0324,TB-TR-088,day4_chosen_generation,1453,122,1575,6301,0.000527
2026-05-01T19:28:22.246591Z,deepseek/deepseek-chat-v3-0324,TB-TR-089,day4_chosen_generation,1633,156,1789,8824,0.000613
2026-05-01T19:28:29.190733Z,deepseek/deepseek-chat-v3-0324,TB-TR-080,day4_chosen_generation,1597,179,1776,6931,0.000628
2026-05-01T19:28:36.667139Z,deepseek/deepseek-chat-v3-0324,TB-TR-087,day4_chosen_generation,1446,148,1594,7460,0.000553
2026-05-01T19:28:43.218805Z,deepseek/deepseek-chat-v3-0324,TB-TR-072,day4_chosen_generation,1579,154,1733,6537,0.000596
2026-05-01T19:30:00.866685Z,deepseek/deepseek-chat-v3-0324,TB-TR-032,day4_chosen_generation,3052,175,3227,6889,0.001017
2026-05-01T19:30:06.470082Z,deepseek/deepseek-chat-v3-0324,TB-TR-030,day4_chosen_generation,3052,148,3200,5578,0.000987
2026-05-01T19:30:13.142185Z,deepseek/deepseek-chat-v3-0324,TB-TR-017,day4_chosen_generation,3053,147,3200,6283,0.000986
2026-05-01T19:30:20.095047Z,deepseek/deepseek-chat-v3-0324,TB-TR-027,day4_chosen_generation,3053,144,3197,6897,0.000983
2026-05-01T19:30:28.013444Z,deepseek/deepseek-chat-v3-0324,TB-TR-015,day4_chosen_generation,3052,156,3208,7845,0.000996
2026-05-01T19:30:35.954578Z,deepseek/deepseek-chat-v3-0324,TB-TR-028,day4_chosen_generation,3053,162,3215,7917,0.001003
2026-05-01T19:30:43.230426Z,deepseek/deepseek-chat-v3-0324,TB-TR-020,day4_chosen_generation,3068,162,3230,7252,0.001007
2026-05-01T19:30:51.556600Z,deepseek/deepseek-chat-v3-0324,TB-TR-031,day4_chosen_generation,3052,176,3228,8309,0.001018
2026-05-01T19:30:59.721689Z,deepseek/deepseek-chat-v3-0324,TB-TR-042,day4_chosen_generation,409,130,539,8148,0.000253
2026-05-01T19:33:01.144791Z,deepseek/deepseek-chat-v3-0324,TB-TR-032,day4_chosen_generation,3147,152,3299,7247,0.001017
2026-05-01T19:33:36.711685Z,deepseek/deepseek-chat-v3-0324,TB-TR-032,day4_chosen_generation,3147,153,3300,7063,0.001018
2026-05-01T19:33:45.710628Z,deepseek/deepseek-chat-v3-0324,TB-TR-030,day4_chosen_generation,3147,146,3293,8649,0.00101
2026-05-01T19:33:52.976491Z,deepseek/deepseek-chat-v3-0324,TB-TR-017,day4_chosen_generation,3147,148,3295,6889,0.001012
2026-05-01T19:34:01.375073Z,deepseek/deepseek-chat-v3-0324,TB-TR-027,day4_chosen_generation,3147,117,3264,8065,0.000978
2026-05-01T19:34:07.826278Z,deepseek/deepseek-chat-v3-0324,TB-TR-015,day4_chosen_generation,3147,130,3277,6109,0.000993
2026-05-01T19:34:13.723998Z,deepseek/deepseek-chat-v3-0324,TB-TR-028,day4_chosen_generation,3147,148,3295,5507,0.001012
2026-05-01T19:34:19.183460Z,deepseek/deepseek-chat-v3-0324,TB-TR-020,day4_chosen_generation,3163,126,3289,5121,0.000993
2026-05-01T19:34:24.650599Z,deepseek/deepseek-chat-v3-0324,TB-TR-031,day4_chosen_generation,3147,124,3271,5135,0.000986
2026-05-01T19:34:33.270604Z,deepseek/deepseek-chat-v3-0324,TB-TR-042,day4_chosen_generation,596,125,721,8283,0.000298
2026-05-01T19:34:39.220102Z,deepseek/deepseek-chat-v3-0324,TB-TR-043,day4_chosen_generation,573,118,691,5621,0.000285
2026-05-01T19:34:44.905768Z,deepseek/deepseek-chat-v3-0324,TB-TR-036,day4_chosen_generation,573,114,687,5343,0.00028
2026-05-01T19:34:50.732014Z,deepseek/deepseek-chat-v3-0324,TB-TR-054,day4_chosen_generation,577,118,695,5471,0.000286
2026-05-01T19:34:55.518484Z,deepseek/deepseek-chat-v3-0324,TB-TR-041,day4_chosen_generation,561,110,671,4442,0.000272
2026-05-01T19:35:00.632730Z,deepseek/deepseek-chat-v3-0324,TB-TR-040,day4_chosen_generation,542,95,637,4761,0.000251
2026-05-01T19:35:07.514244Z,deepseek/deepseek-chat-v3-0324,TB-TR-056,day4_chosen_generation,561,136,697,6525,0.000301
2026-05-01T19:35:16.035405Z,deepseek/deepseek-chat-v3-0324,TB-TR-071,day4_chosen_generation,1567,161,1728,8151,0.0006
2026-05-01T19:35:22.011622Z,deepseek/deepseek-chat-v3-0324,TB-TR-078,day4_chosen_generation,1635,131,1766,5950,0.000586
2026-05-01T19:35:26.841222Z,deepseek/deepseek-chat-v3-0324,TB-TR-086,day4_chosen_generation,1390,96,1486,4797,0.000481
2026-05-01T19:35:32.273215Z,deepseek/deepseek-chat-v3-0324,TB-TR-077,day4_chosen_generation,1644,111,1755,5073,0.000566
2026-05-01T19:35:36.309212Z,deepseek/deepseek-chat-v3-0324,TB-TR-088,day4_chosen_generation,1489,109,1598,4008,0.000522
2026-05-01T19:35:45.124229Z,deepseek/deepseek-chat-v3-0324,TB-TR-089,day4_chosen_generation,1669,120,1789,8482,0.000583
2026-05-01T19:35:50.522801Z,deepseek/deepseek-chat-v3-0324,TB-TR-080,day4_chosen_generation,1620,93,1713,5057,0.00054
2026-05-01T19:35:57.823450Z,deepseek/deepseek-chat-v3-0324,TB-TR-087,day4_chosen_generation,1481,110,1591,7286,0.000521
2026-05-01T19:36:04.244353Z,deepseek/deepseek-chat-v3-0324,TB-TR-072,day4_chosen_generation,1600,131,1731,6084,0.000576
2026-05-01T19:36:09.813398Z,deepseek/deepseek-chat-v3-0324,TB-TR-075,day4_chosen_generation,1617,107,1724,5550,0.000554
2026-05-01T19:36:14.525437Z,deepseek/deepseek-chat-v3-0324,TB-PG-0029,day4_chosen_generation,893,117,1010,4695,0.00037
2026-05-01T19:36:19.094945Z,deepseek/deepseek-chat-v3-0324,TB-PG-0031,day4_chosen_generation,851,86,937,4230,0.000324
2026-05-01T19:36:23.536783Z,deepseek/deepseek-chat-v3-0324,TB-PG-0010,day4_chosen_generation,818,97,915,4402,0.000328
2026-05-01T19:36:29.410520Z,deepseek/deepseek-chat-v3-0324,TB-PG-0043,day4_chosen_generation,900,111,1011,5470,0.000365
2026-05-01T19:36:34.905272Z,deepseek/deepseek-chat-v3-0324,TB-PG-0006,day4_chosen_generation,827,99,926,5165,0.000332
2026-05-01T19:36:40.488017Z,deepseek/deepseek-chat-v3-0324,TB-PG-0020,day4_chosen_generation,833,94,927,5543,0.000328
2026-05-01T19:36:45.126694Z,deepseek/deepseek-chat-v3-0324,TB-PG-0011,day4_chosen_generation,853,95,948,4609,0.000335
2026-05-01T19:36:50.422695Z,deepseek/deepseek-chat-v3-0324,TB-PG-0022,day4_chosen_generation,820,96,916,4821,0.000327
2026-05-01T19:36:53.920332Z,deepseek/deepseek-chat-v3-0324,TB-PG-0019,day4_chosen_generation,851,80,931,3457,0.000318
2026-05-01T19:37:00.795901Z,deepseek/deepseek-chat-v3-0324,TB-PG-0012,day4_chosen_generation,862,104,966,6848,0.000347
2026-05-01T19:37:06.720481Z,deepseek/deepseek-chat-v3-0324,TB-PG-0028,day4_chosen_generation,913,96,1009,5587,0.000352
2026-05-01T19:37:12.471802Z,deepseek/deepseek-chat-v3-0324,TB-PG-0033,day4_chosen_generation,840,94,934,5400,0.00033
2026-05-01T19:37:22.855907Z,deepseek/deepseek-chat-v3-0324,TB-PG-0027,day4_chosen_generation,863,96,959,10355,0.000339
2026-05-01T19:37:27.862730Z,deepseek/deepseek-chat-v3-0324,TB-PG-0008,day4_chosen_generation,818,93,911,4678,0.000323
2026-05-01T19:37:31.501566Z,deepseek/deepseek-chat-v3-0324,TB-PG-0047,day4_chosen_generation,579,77,656,3306,0.000241
2026-05-01T19:37:44.198888Z,deepseek/deepseek-chat-v3-0324,TB-PG-0086,day4_chosen_generation,579,80,659,12680,0.000244
2026-05-01T19:37:49.752877Z,deepseek/deepseek-chat-v3-0324,TB-PG-0061,day4_chosen_generation,580,83,663,5520,0.000248
